jobName,companyName,companyProp,salary,workExperience,recruitmentNumber,education,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
物联网开发工程师,北大青鸟环宇消防设备股份有限公司,股份制企业,0.0,不限,1人 ,本科,1,0,0,1,0,1,0,0,0
LX-D005 中级开发工程师 （包吃包住）,朗新科技股份有限公司 ,合资,10500.0,3-5年,2人 ,本科,1,0,0,1,0,1,1,0,0
数据/大数据开发工程师,北京神州数码锐行快捷信息技术服务有限公司 ,上市公司,17500.5,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
高级GIS网络服务研发工程师(005186),广联达科技股份有限公司,民营,30000.0,5-10年,1人 ,本科,1,0,0,0,0,1,0,1,0
软件工程师（驱动开发工程师）,烽火通信科技股份有限公司,国企,0.0,不限,8人 ,本科,0,0,0,0,0,0,0,0,0
Java开发工程师—FF0223021,成都尼毕鲁科技股份有限公司 ,民营,26500.0,1-3年,3人 ,本科,1,0,0,1,1,1,0,0,0
研发实习生,中国华戎科技集团有限公司 ,国企,4500.0,不限,6人 ,大专,1,0,0,1,1,1,1,0,0
分布式服务(PaaS/Docker/MQ/dubbo)技术专家,中国联通,其它,0.0,10年以上,1人 ,本科,0,0,0,0,0,0,0,0,0
安全分析工程师,中移全通系统集成有限公司 ,国企,0.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
C++软件开发工程师,北京宏达一甲教育科技有限公司 ,民营,20000.0,3-5年,1人 ,大专,1,0,1,0,0,1,1,0,0
ORACLE EBS开发工程师,中国联通,其它,0.0,不限,3人 ,本科,0,0,0,0,0,0,0,0,0
Python老师,北京华信智原教育技术有限公司 ,股份制企业,17500.5,不限,1人 ,大专,1,0,1,1,0,0,0,1,0
高级安全研发工程师（Java）,北京中油瑞飞信息技术有限责任公司,国企,22500.0,3-5年,6人 ,本科,1,0,0,1,0,0,0,0,0
大数据系统研发工程师,北京中油瑞飞信息技术有限责任公司,国企,22500.0,3-5年,1人 ,本科,1,0,1,0,0,0,0,0,0
高级java开发工程师,用友网络科技股份有限公司,上市公司,25000.5,3-5年,3人 ,本科,0,0,0,0,0,0,0,0,0
EBS开发 Oracle财务顾问 ERP开发,深圳市长亮科技股份有限公司 ,上市公司,15000.0,不限,6人 ,大专,1,0,0,0,0,0,0,1,0
几何算法研发工程师(005097),广联达科技股份有限公司,民营,32500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
流媒体开发工程师,中视前卫影视传媒有限公司 ,国企,30000.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
软件工程师(网关设备管理),烽火通信科技股份有限公司,国企,0.0,不限,2人 ,本科,0,0,0,0,0,0,0,0,0
开发工程师（TD）,北京神州数码锐行快捷信息技术服务有限公司 ,上市公司,11500.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
数据预处理开发,北京航天智造科技发展有限公司 ,国企,17500.5,5-10年,1人 ,本科,1,0,0,1,0,1,1,0,0
WAF系统开发工程师(005007),京东金融 ,外商独资,0.0,5-10年,1人 ,本科,1,0,0,0,0,1,0,0,0
高级Java工程师,用友网络科技股份有限公司,上市公司,20000.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
中级JAVA开发工程师（政府财务研发部）,福建博思软件股份有限公司 ,上市公司,11500.0,3-5年,2人 ,本科,1,0,0,0,1,1,1,0,0
python开发工程师,北京翡翠教育科技集团有限公司 ,民营,12500.5,3-5年,1人 ,大专,1,0,0,0,1,1,1,0,0
互联网金融java开发工程师（北京、杭州）,深圳市长亮科技股份有限公司 ,上市公司,12500.5,3-5年,5人 ,本科,1,0,0,0,0,0,0,0,1
软件开发工程师,中国联通,其它,0.0,5-10年,1人 ,硕士,0,0,0,0,0,0,0,0,0
高级安全研发工程师（c/c++）,北京中油瑞飞信息技术有限责任公司,国企,22500.0,3-5年,2人 ,本科,1,0,0,1,0,0,0,0,0
c++工程师,中软国际科技服务有限公司 ,上市公司,0.0,1-3年,1人 ,大专,1,0,0,1,0,0,0,0,0
android中高级开发工程师,北京世纪好未来教育科技有限公司,上市公司,30000.0,不限,1人 ,不限,1,0,1,0,0,0,0,0,0
沃云存储（ceph/cinder）技术专家,中国联通,其它,0.0,10年以上,1人 ,本科,0,0,0,0,0,0,0,0,0
大数据开发工程师,北京安信天行科技有限公司 ,国企,25000.5,5-10年,4人 ,本科,1,0,0,1,0,0,0,0,0
linux C/C++研发工程师,视联动力信息技术股份有限公司 ,民营,9000.5,1-3年,2人 ,大专,0,0,0,0,0,0,0,0,0
安全开发,中国联通,其它,0.0,1-3年,3人 ,本科,0,0,0,0,0,0,0,0,0
数据挖掘工程师,美菜网,股份制企业,30000.0,3-5年,999人 ,本科,1,0,0,0,1,1,0,0,0
嵌入式软件工程师_操作系统方向,北大青鸟环宇消防设备股份有限公司,股份制企业,0.0,不限,1人 ,本科,1,0,1,0,0,1,0,0,0
Python开发工程师,北京汉能光伏投资有限公司 ,上市公司,25000.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
测试技术开发工程师（C++软件开发）,大唐移动通信设备有限公司,国企,0.0,1-3年,1人 ,本科,1,0,1,0,0,1,0,0,0
C Sharp客户端开发工程师,北京外国语大学外研培训中心,事业单位,17500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
中级JAVA开发工程师,国信优易数据有限公司 ,股份制企业,12500.5,3-5年,5人 ,本科,1,0,0,1,1,1,1,0,0
高级JAVA开发工程师,北京天融信科技有限公司 ,民营,12500.5,5-10年,3人 ,大专,1,0,0,0,0,1,1,1,0
JAVA开发工程师,神州数码医疗科技股份有限公司 ,股份制企业,12000.0,1-3年,5人 ,本科,1,0,0,1,0,1,1,0,0
java高级开发工程师—研发部,北京柯莱特科技有限公司 ,外商独资,20000.0,5-10年,10人 ,大专,1,0,0,1,0,0,0,1,1
机器视觉开发工程师,新华三技术有限公司,国企,18000.0,1-3年,10人 ,本科,1,0,1,0,1,0,0,0,0
软件工程师（C/C++）,烽火通信科技股份有限公司,国企,0.0,不限,2人 ,本科,0,0,0,0,0,0,0,0,0
高级JAVA开发工程师,国信优易数据有限公司 ,股份制企业,21500.0,5-10年,5人 ,本科,0,0,0,0,0,0,0,0,0
企业云软件研发工程师,浪潮集团有限公司 ,国企,25000.5,3-5年,5人 ,本科,1,0,0,0,0,1,0,0,0
金融云技术架构师(023398),京东金融 ,外商独资,0.0,10年以上,1人 ,本科,0,0,0,0,0,0,0,0,0
Golang 高级研发工程师,美团点评,合资,0.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
资深软件开发工程师07031735,京东金融 ,外商独资,0.0,5-10年,1人 ,本科,1,0,0,0,0,1,0,0,0
高级.NET开发工程师(004632),广联达科技股份有限公司,民营,27500.0,5-10年,1人 ,本科,1,0,0,0,0,1,0,1,0
PTYW—中级java开发,易车公司,外商独资,18000.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
信息安全工程师,中移全通系统集成有限公司 ,国企,0.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
C++软件工程师,北大青鸟环宇消防设备股份有限公司,股份制企业,0.0,不限,2人 ,本科,1,0,1,0,0,1,0,0,0
资深软件开发工程师07031743,京东金融 ,外商独资,0.0,5-10年,4人 ,本科,1,0,0,0,0,1,0,0,0
公有云运营系统软件研发工程师,浪潮集团有限公司 ,国企,25000.5,1-3年,10人 ,本科,1,0,0,0,0,1,0,0,0
java架构师、高级开发工程师,京东集团 ,外商独资,0.0,5-10年,1人 ,本科,0,0,0,1,0,0,0,1,1
算法工程师(J12575),易鑫集团 ,上市公司,22500.0,1-3年,1人 ,本科,1,0,0,1,0,0,0,0,0
Java开发工程师-金融系统方向(010589),京东金融 ,外商独资,0.0,5-10年,2人 ,本科,0,0,0,0,0,0,0,0,0
远洋集团写字楼事业部信息技术经理,远洋地产有限公司 ,上市公司,0.0,5-10年,1人 ,本科,1,0,0,1,0,1,0,0,0
OpenStack/SDN研发工程师,浪潮集团有限公司 ,国企,18500.0,1-3年,3人 ,本科,1,0,0,1,0,1,1,0,0
系统管理经理1710,宜信 ,民营,12500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
.net软件工程师,爱康国宾集团,外商独资,12500.5,1-3年,3人 ,本科,1,0,0,1,1,0,0,0,0
初级开发工程师1066,宜信 ,民营,1500.0,1-3年,3人 ,不限,0,0,0,0,0,0,0,0,0
高级Java开发工程师-保险方向(006734),京东金融 ,外商独资,0.0,3-5年,3人 ,本科,1,0,0,0,0,1,0,0,0
汪都7-Android工程师0826,宜信 ,民营,17500.5,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
Java开发工程师-消费金融方向(006733),京东金融 ,外商独资,0.0,3-5年,2人 ,不限,0,0,0,0,0,0,0,0,0
高性能网络研发工程师 / 架构师(023399),京东金融 ,外商独资,0.0,5-10年,2人 ,本科,0,0,0,0,0,0,0,0,0
软件开发工程师(025321),京东金融 ,外商独资,0.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
全栈工程师(025508),京东金融 ,外商独资,0.0,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
Java开发工程师-支付业务方向(009376),京东金融 ,外商独资,0.0,5-10年,2人 ,本科,0,0,0,0,0,0,0,0,0
Java高级开发工程师(005055),京东金融 ,外商独资,0.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
软件产品经理J10688,博天环境集团股份有限公司,上市公司,12500.5,3-5年,2人 ,本科,1,0,0,1,0,0,0,1,0
python开发,亿达信息技术有限公司北京分公司 ,民营,10000.0,1-3年,4人 ,本科,1,0,0,0,0,0,0,1,0
Python开发工程师（自动化网络）05041935,京东金融 ,外商独资,0.0,3-5年,2人 ,本科,1,0,0,0,0,1,0,0,0
大数据平台开发工程师(025913),京东金融 ,外商独资,0.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
JAVA 开发工程师,浪潮集团有限公司 ,国企,12500.5,3-5年,30人 ,本科,1,0,1,1,0,0,1,0,0
java开发工程师-财务系统方向(023665),京东金融 ,外商独资,0.0,3-5年,3人 ,本科,0,0,0,0,0,0,0,0,0
c++高级软件工程师,神州伯乐(北京)管理咨询有限公司,民营,25000.5,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,0
C++软件工程师,北京永列科技有限公司 ,民营,7500.0,不限,5人 ,本科,1,0,0,0,0,1,0,0,0
C#软件开发工程师,山东星空物联科技有限公司 ,国企,12000.0,1-3年,5人 ,大专,1,0,0,0,0,0,0,0,0
ROS开发工程师(045891),京东商城总部技术 ,外商独资,0.0,5-10年,2人 ,硕士,1,0,1,0,0,1,0,0,0
C/C++高级开发工程师,北京创世智链信息技术研究院 ,民营,30000.0,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,0
机器学习平台工程师,北京信赢荣智企业管理咨询有限公司 ,其它,60000.5,3-5年,1人 ,本科,1,0,0,1,0,0,0,1,0
c#软件工程师,北京博飞电子技术有限责任公司 ,民营,12500.5,1-3年,1人 ,本科,0,0,1,1,1,0,0,1,0
c++开发工程师,江苏普旭软件信息技术有限公司 ,民营,17500.5,不限,1人 ,不限,0,0,0,0,0,0,0,0,0
软件开发工程师-平台产品,北京华大九天软件有限公司 ,国企,12500.5,1-3年,3人 ,本科,1,0,0,0,1,1,1,0,0
windows桌面开发工程师,北京慧泽科技有限公司 ,民营,20000.0,不限,2人 ,本科,1,0,0,0,1,0,0,0,0
软件开发工程师-物理验证工具,北京华大九天软件有限公司 ,国企,12500.5,3-5年,3人 ,本科,1,0,0,0,1,1,1,0,0
c++服务器开发工程师,北京云游互动网络科技有限公司 ,其它,25000.5,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,0
C# 、ASP.net 软件工程师,北京乐鸟科技有限公司 ,合资,15000.0,3-5年,5人 ,本科,0,0,1,0,0,1,1,0,0
图像视觉工程师,北京中鼎高科自动化技术有限公司 ,民营,12500.5,1-3年,3人 ,本科,1,0,0,0,0,0,0,0,0
Vc高级工程师,中江联合（北京）科技有限公司 ,民营,11500.0,1-3年,5人 ,大专,1,0,0,0,0,1,0,0,0
c#开发工程师,南京国印云信息科技有限公司 ,民营,11500.0,3-5年,3人 ,本科,1,0,0,1,0,0,0,0,0
.net开发（Core后端/北苑路北/高薪）,北京金源茂丰新技术开发有限公司 ,股份制企业,15000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,1,0
C++嵌入式软件开发工程师,北京易精软件有限公司 ,民营,17500.5,不限,3人 ,不限,1,0,0,1,1,1,1,0,0
游戏程序开发月入1万,北京汇众聚智科技有限公司 ,股份制企业,9000.5,不限,10人 ,不限,1,0,1,0,0,0,1,1,0
C++软件工程师（关键词：MFC),北京易精软件有限公司 ,民营,17500.5,不限,3人 ,不限,1,0,0,1,0,1,1,0,0
高级C语言开发工程师,北京握奇数据股份有限公司 ,外商独资,12500.5,1-3年,1人 ,本科,1,0,0,0,0,1,1,1,0
高级c++工程师,北京无限讯奇信息技术有限公司 ,民营,25000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,1,0
c++工程师wyh,北京中科建友科技股份有限公司 ,民营,9000.5,1-3年,4人 ,本科,1,0,0,0,0,0,0,0,0
石景山C++--wmn,北京中科建友科技股份有限公司 ,民营,11500.0,1-3年,10人 ,本科,1,0,0,0,0,0,0,0,0
石景山 c++ yl,北京中科建友科技股份有限公司 ,民营,10000.0,1-3年,3人 ,本科,1,0,0,0,0,0,0,0,0
c++开发工程师 jlj,北京中科建友科技股份有限公司 ,民营,17500.5,不限,2人 ,本科,1,0,0,0,0,0,0,0,0
java开发工程师wyh,北京中科建友科技股份有限公司 ,民营,17500.5,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
软件工程师,北京龙寰科技有限公司 ,民营,12500.5,不限,1人 ,本科,1,0,1,0,0,1,0,0,0
C++开发工程师（PC Office企业版）,北京金山办公软件股份有限公司 ,民营,16000.0,3-5年,3人 ,本科,1,0,0,0,0,1,0,0,0
c++ -cyn,北京中科建友科技股份有限公司 ,民营,9000.0,1-3年,3人 ,本科,0,0,0,1,0,0,0,0,0
石景山电科院C++--wmn,北京中科建友科技股份有限公司 ,民营,11500.0,1-3年,10人 ,本科,1,0,0,0,0,0,0,0,0
c++开发工程师wyh,北京中科建友科技股份有限公司 ,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,0,0,0,0,0
急招石景山电科院C++--wmn,北京中科建友科技股份有限公司 ,民营,11500.0,1-3年,10人 ,本科,1,0,0,0,0,0,0,0,0
C++开发工程师,北京轩宇文新教育科技有限公司,股份制企业,12500.5,3-5年,3人 ,本科,1,0,1,0,0,0,0,0,1
c++工程师 -银和SOHO-FRY,北京中科建友科技股份有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
高级JAVA工程师,北京春播科技有限公司 ,股份制企业,25000.5,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,0
后台研发（高级）工程师 - 视频方向,北京字节跳动科技有限公司 ,民营,30000.0,1-3年,4人 ,本科,0,0,0,0,1,0,0,0,0
游戏动漫特效开发大师零基础可培养,北京汇众鼎视数字传媒科技有限公司 ,股份制企业,9000.5,不限,20人 ,不限,1,0,0,0,0,0,0,0,0
数据挖掘-新房(001278),贝壳找房 ,民营,25000.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
java开发工程师（大数据方向）,北京凤凰理理它信息技术有限公司 ,民营,22500.0,3-5年,2人 ,本科,1,0,0,1,0,0,0,0,0
c++工程师,北京数码视讯科技股份有限公司,上市公司,17500.0,3-5年,1人 ,本科,0,0,0,1,0,0,1,0,0
c++开发工程师,上海云克网络科技有限公司北京市朝阳分公司 ,上市公司,17500.5,1-3年,1人 ,本科,1,0,1,1,1,1,0,1,0
云安全工程师（GYSY）,北京东方国信科技股份有限公司 ,上市公司,15000.0,5-10年,2人 ,本科,0,0,0,0,0,0,0,0,0
研发助理,北京经纬恒润科技有限公司海淀分公司 ,民营,12500.5,无经验,1人 ,本科,0,0,0,0,0,0,0,0,0
Linux网络安全高级开发工程师 (网安),任子行网络技术股份有限公司北京分公司 ,上市公司,20000.0,5-10年,1人 ,本科,1,0,1,0,0,1,0,1,1
C#/.NET开发工程师（平谷）[北京-平谷区],北京白象新技术有限公司 ,民营,17500.0,1-3年,3人 ,大专,0,0,0,0,0,1,1,0,0
c/c++开发工程师-cyn,北京中科建友科技股份有限公司 ,民营,15000.0,3-5年,3人 ,本科,0,0,0,1,0,0,0,0,0
研发部软件工程师,北京科力建元医疗科技有限公司,民营,17500.5,1-3年,1人 ,本科,1,0,0,0,0,1,0,1,0
.net开发工程师,北京小牛飞腾科技有限公司 ,民营,12500.5,1-3年,10人 ,大专,1,0,0,1,0,0,0,0,0
Linux c/c++ /go开发工程师 ,北京金惠新悦科技有限公司 ,民营,9000.5,3-5年,1人 ,本科,1,0,0,1,0,1,1,1,0
C++工程师,神州高铁技术股份有限公司 ,上市公司,8000.0,1-3年,4人 ,本科,1,0,1,0,0,1,0,1,0
.net开发工程师,尚层装饰(北京)有限公司,民营,17500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
C++后端开发工程师,意立特国际人力资源管理顾问(北京)有限公司 ,民营,25000.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
高级C++工程师,紫光集团有限公司,国企,30000.0,5-10年,1人 ,本科,1,0,0,0,0,1,1,0,0
7K招游戏编程c++工程师,北京汇众聚智科技有限公司 ,股份制企业,7000.5,无经验,10人 ,中专,1,0,0,0,0,1,0,1,0
asp.net工程师（C#）,外研众望教育科技(北京)有限公司 ,合资,11500.0,3-5年,3人 ,本科,1,0,0,0,1,1,0,0,0
C++开发工程师-北京-00345,北京数字认证股份有限公司 ,国企,15000.0,不限,1人 ,本科,1,0,0,0,0,1,1,0,0
.NET开发工程师/C#/,资质管家(北京)信息技术有限公司 ,民营,12500.0,3-5年,3人 ,大专,1,0,0,0,0,0,0,0,0
C#高级开发工程师,北京闼闼同创工贸有限公司,民营,12500.5,3-5年,1人 ,大专,0,0,0,0,0,1,0,0,0
C/C++研发工程师,中安网脉（北京）技术股份有限公司 ,股份制企业,12000.0,1-3年,2人 ,本科,1,0,0,1,0,0,0,0,0
c++工程师WYH,北京中科建友科技股份有限公司 ,民营,12500.5,3-5年,5人 ,本科,1,0,0,0,0,0,0,0,0
C/C++研发工程师,北京龙寰科技有限公司 ,民营,12500.5,不限,3人 ,不限,1,0,0,0,0,0,1,0,0
C++开发工程师J10348,江苏传智播客教育科技股份有限公司北京分公司 ,民营,17500.5,3-5年,1人 ,不限,1,0,1,0,0,1,1,0,0
C语言工程师（C/C++）,北京海泰方圆科技股份有限公司,股份制企业,10500.0,1-3年,1人 ,本科,1,0,1,1,0,0,0,0,0
深度学习核心架构研究员,深圳市商汤科技有限公司 ,外商独资,25500.0,不限,999人 ,不限,0,0,0,0,0,0,0,0,0
C++开发工程师,北京来为科技股份有限公司 ,股份制企业,15500.0,1-3年,3人 ,大专,1,0,1,1,0,0,0,1,0
C#开发工程师,北京海天瑞声科技股份有限公司 ,民营,11500.0,1-3年,1人 ,本科,1,0,1,0,1,1,0,0,0
c++开发工程师,深圳梵谷人力资源有限公司 ,保密,25000.5,3-5年,1人 ,大专,0,0,0,1,0,0,0,0,0
C语言工程师,北京海泰方圆科技股份有限公司,股份制企业,10500.0,1-3年,1人 ,本科,1,0,1,1,0,0,0,0,0
急聘区块链研发工程师+朝九晚六,上海猎你网络科技有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,1,1,1,0,0,1,0
C++开发工程师,北京如易行科技有限公司 ,合资,15000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,1,0
c++开发工程师 QT方向,北京容联易通信息技术有限公司 ,民营,17000.0,3-5年,1人 ,本科,1,0,0,0,1,1,0,0,0
C++高级研发工程师,北京军懋国兴科技股份有限公司 ,上市公司,22500.0,3-5年,2人 ,本科,1,0,0,0,0,0,0,1,1
C语言工程师,北京龙寰科技有限公司 ,民营,11500.0,不限,2人 ,本科,1,0,0,0,0,0,1,0,0
c++工程师,诚迈科技(南京)股份有限公司 ,外商独资,15000.0,1-3年,10人 ,本科,1,0,0,0,0,0,0,0,0
C++开发工程师-北移,同方鼎欣科技股份有限公司 ,股份制企业,11500.0,不限,1人 ,大专,1,0,0,1,0,0,0,0,0
JAVA开发工程师（风控方向）,联通支付有限公司,国企,0.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
C++开发工程师（服务器端）,北京捷通华声科技股份有限公司,民营,20000.0,3-5年,3人 ,本科,1,0,0,0,0,1,1,0,0
（React方面）前端开发工程师,中新保(北京)科技有限公司 ,民营,17500.5,1-3年,1人 ,不限,1,0,0,0,1,1,0,0,0
JavaScript高级工程师,尚层装饰(北京)有限公司,民营,15000.0,1-3年,1人 ,本科,1,0,1,1,0,0,1,1,0
IOS开发工程师,北京尔宜居科技有限责任公司 ,外商独资,12500.0,1-3年,3人 ,本科,1,0,0,0,0,0,0,1,1
软件开发java工程师,北京千伯同创教育科技有限公司 ,民营,5000.5,不限,4人 ,大专,1,0,1,1,1,0,0,0,0
服务端开发经理,北京华油信通科技有限公司 ,国企,12500.5,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
高级JAVA研发工程师,武汉合众易宝科技有限公司北京分公司,股份制企业,25000.5,5-10年,3人 ,本科,1,0,0,0,1,1,0,0,0
初级人工智能工程师,中软高科（北京）科技有限公司 ,股份制企业,7000.5,不限,3人 ,大专,1,0,0,1,0,0,0,1,0
网站开发工程师,长青基石管理顾问(北京)有限公司 ,民营,12500.5,1-3年,2人 ,大专,1,0,0,1,0,0,0,0,0
Java开发工程师 citylife,北京领钧技术有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,0,0,1,1,1,0,0
C++开发工程师（客户端）,北京捷通华声科技股份有限公司,民营,22500.0,3-5年,3人 ,本科,1,0,0,0,0,0,1,0,1
软件开发工程师java,北京千伯同创教育科技有限公司 ,民营,7000.5,不限,5人 ,大专,1,0,1,1,1,0,0,0,0
Node.js高级工程师,尚层装饰(北京)有限公司,民营,15000.0,3-5年,3人 ,大专,1,0,0,1,0,0,1,1,0
JAVA技术经理-T-ADP-I3-028,北京立思辰科技股份有限公司,股份制企业,20000.0,3-5年,2人 ,本科,1,0,0,0,0,1,0,1,0
高级实施顾问,深圳市明源软件股份有限公司北京分公司 ,上市公司,18000.0,1-3年,4人 ,大专,1,0,1,1,0,0,0,0,0
java开发工程师,国网汇通金财(北京)信息科技有限公司,国企,12500.5,3-5年,20人 ,本科,1,0,0,0,0,0,0,1,0
小程序开发工程师,北京桔子分期电子商务有限公司 ,合资,15000.0,3-5年,1人 ,大专,1,0,0,1,1,0,0,0,0
前端工程师,上海精锐教育培训有限公司 ,民营,17500.5,1-3年,1人 ,大专,1,0,0,0,1,0,0,0,0
资深运维开发工程师,人人行(借贷宝) ,民营,0.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
物联网-高级开发师,中国中信集团有限公司,国企,40000.5,3-5年,4人 ,本科,1,0,1,0,0,1,0,0,0
零售用户&社交平台-html5高级研发工程师,中国中信集团有限公司,国企,40000.5,3-5年,2人 ,不限,1,0,0,0,0,1,0,0,0
物联网-开发设计师,中国中信集团有限公司,国企,40000.5,5-10年,1人 ,本科,1,0,1,0,0,1,0,0,0
零售用户&社交平台-java高级研发工程师,中国中信集团有限公司,国企,25000.5,5-10年,3人 ,本科,1,0,1,0,0,1,0,0,0
CBD诚聘账户操作员{,嘉诺恒盛(北京)教育科技有限公司 ,股份制企业,9000.0,不限,4人 ,大专,0,0,1,1,1,0,0,0,0
平台开发3911,车好多集团,民营,17500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
大数据高级工程师,北京字节跳动科技有限公司 ,民营,30000.0,3-5年,3人 ,本科,0,0,0,0,1,0,0,0,0
后端开发工程师 - NLP算法平台,北京字节跳动科技有限公司 ,民营,30000.0,1-3年,3人 ,本科,0,0,0,0,0,0,0,0,0
C++软件工程师,北京经纬恒润科技有限公司海淀分公司 ,民营,19500.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
AVA软件研发工程师助理+应届生优先,北京华信智原教育技术有限公司 ,股份制企业,7000.5,不限,1人 ,大专,1,0,1,1,0,0,0,1,0
VR开发工程师,北京航天智造科技发展有限公司 ,国企,17500.5,1-3年,1人 ,本科,1,0,0,0,0,1,1,0,0
C++开发工程师,资和信电子支付有限公司 ,民营,12500.5,3-5年,1人 ,大专,1,0,0,0,0,1,0,1,0
高级资产管理经理,东恒万通(北京)信息咨询服务有限公司 ,合资,25000.5,不限,5人 ,大专,0,0,0,1,1,0,0,0,0
Server开发工程师,知迪汽车技术(北京)有限公司 ,外商独资,17500.5,3-5年,1人 ,本科,1,0,0,1,1,1,0,0,0
C语言开发工程师（云安全）,北京天融信科技有限公司 ,民营,12500.5,1-3年,3人 ,本科,1,0,0,0,1,1,1,0,0
c++工程师,北京千伯同创教育科技有限公司 ,民营,7000.5,不限,6人 ,大专,1,0,1,1,1,0,0,0,0
C开发工程师,北京东土科技股份有限公司 ,民营,14000.0,不限,10人 ,不限,1,0,1,0,0,1,0,0,0
C++开发工程师J10345,江苏传智播客教育科技股份有限公司北京分公司 ,民营,17500.0,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
C++工程师,上海精锐教育培训有限公司 ,民营,17500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
游戏C++服务器开发（可应届）,北京游奕互动软件有限公司 ,民营,11500.0,不限,1人 ,本科,1,0,0,0,0,1,1,0,1
C#软件开发工程师（事业部2）,中国科学院电子学研究所信息技术创新工程中心 ,其它,12500.5,1-3年,3人 ,本科,1,0,1,0,0,0,0,1,0
中高级.Net开发工程师,北京中诚致贷网络科技有限公司 ,股份制企业,16000.0,1-3年,2人 ,大专,0,0,1,0,0,0,0,0,0
C++开发工程师,北京国富如荷网络科技有限公司,民营,14000.0,不限,1人 ,本科,1,0,0,0,1,1,0,0,1
游戏C++服务器开发,北京游奕互动软件有限公司 ,民营,15000.0,1-3年,1人 ,本科,1,0,0,0,0,1,1,0,1
c++开发工程师（北京）,深圳市源极光科技有限公司 ,民营,15000.0,1-3年,1人 ,大专,1,0,1,0,1,0,0,1,0
高级VC++、MFC研发工程师,北京多维视通技术有限公司 ,民营,16500.0,3-5年,1人 ,本科,1,0,1,0,0,1,0,1,0
软件开发工程师,和利时集团 ,上市公司,15000.0,1-3年,4人 ,本科,1,0,0,0,0,1,0,0,0
转行游戏设计模型设计可无经验,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
c++工程师,北京华路时代信息技术有限公司 ,民营,15000.0,3-5年,2人 ,大专,0,0,0,0,0,0,0,0,0
游戏设计人员,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
互联网游戏软件开发人员（管住）,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
游戏角色设计制作工,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
游戏系统管理人员,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
3D游戏制作程序开发（新人可带）,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
游戏美术设计人员,北京翡翠教育科技集团有限公司 ,民营,5000.5,不限,5人 ,不限,1,0,0,1,0,0,1,0,0
